location_name,Month,TotalDevices,CENTER_ID,BldgGroupID,BldgGroupName,Group,Region
Tanger Outlets Deer Park,2020-02-01,27048,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2020-03-01,15283,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2020-04-01,5122,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2020-05-01,6497,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2020-06-01,17127,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2020-07-01,27748,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2020-08-01,28850,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2020-09-01,27188,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2020-10-01,21375,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2020-11-01,26438,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2020-12-01,26745,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2021-01-01,16484,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2021-02-01,12484,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2021-03-01,19316,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2021-04-01,18815,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2021-05-01,23919,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2021-06-01,19969,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2021-07-01,26312,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2021-08-01,26634,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2021-09-01,23879,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2021-10-01,21471,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2021-11-01,28626,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Deer Park,2021-12-01,33836,DEERP1,DEERP1,Deer Park - The Arches,Regional Destinations,North
Tanger Outlets Foley,2019-01-01,14082,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2019-02-01,15192,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2019-03-01,34003,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2019-04-01,26556,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2019-05-01,32075,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2019-06-01,43858,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2019-07-01,60682,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2019-08-01,33776,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2019-09-01,22510,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2019-10-01,25480,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2019-11-01,32373,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2019-12-01,30779,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2020-01-01,20049,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2020-02-01,21059,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2020-03-01,15528,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2020-04-01,1795,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2020-05-01,28026,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2020-06-01,47987,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2020-07-01,56820,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2020-08-01,35994,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2020-09-01,17983,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2020-10-01,21249,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2020-11-01,28809,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2020-12-01,32420,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2021-01-01,19703,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2021-02-01,16751,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2021-03-01,37413,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2021-04-01,31183,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2021-05-01,35514,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2021-06-01,35738,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2021-07-01,50900,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2021-08-01,29223,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2021-09-01,21977,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2021-10-01,26067,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2021-11-01,30231,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Foley,2021-12-01,30288,FOLEY1,FOLEY1,Foley Outlet Center,Tourist Centers,South
Tanger Outlets Fort Worth,2019-01-01,8906,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2019-02-01,8261,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2019-03-01,13129,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2019-04-01,11777,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2019-05-01,17133,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2019-06-01,15860,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2019-07-01,17260,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2019-08-01,22083,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2019-09-01,12524,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2019-10-01,13210,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2019-11-01,19732,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2019-12-01,25822,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2020-01-01,14914,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2020-02-01,13809,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2020-03-01,8497,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2020-04-01,1283,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2020-05-01,8234,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2020-06-01,13013,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2020-07-01,12891,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2020-08-01,18860,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2020-09-01,14466,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2020-10-01,13654,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2020-11-01,16870,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2020-12-01,22185,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2021-01-01,14243,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2021-02-01,8843,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2021-03-01,18152,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2021-04-01,14409,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2021-05-01,17455,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2021-06-01,13450,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2021-07-01,19047,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2021-08-01,18599,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2021-09-01,10889,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2021-10-01,13053,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2021-11-01,17048,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Fort Worth,2021-12-01,21027,FORTW1,FORTW1,Fort Worth Outlet Center,Blended (Tourist and Regional),South
Tanger Outlets Foxwoods,2019-01-01,17415,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2019-02-01,19802,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2019-03-01,21335,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2019-04-01,22583,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2019-05-01,21839,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2019-06-01,20540,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2019-07-01,25250,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2019-08-01,25749,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2019-09-01,19753,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2019-10-01,19648,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2019-11-01,23767,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2019-12-01,26292,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2020-01-01,23379,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2020-02-01,22798,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2020-03-01,7775,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2020-04-01,181,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2020-05-01,574,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2020-06-01,8420,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2020-07-01,11350,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2020-08-01,13705,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2020-09-01,11676,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2020-10-01,11076,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2020-11-01,9424,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2020-12-01,9933,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2021-01-01,9881,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2021-02-01,9769,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2021-03-01,11366,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2021-04-01,12308,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2021-05-01,12604,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2021-06-01,10638,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2021-07-01,16645,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2021-08-01,13812,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2021-09-01,10094,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2021-10-01,11557,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2021-11-01,14539,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Foxwoods,2021-12-01,14472,FOXWO1,FOXWO1,Foxwoods Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Gonzales,2019-01-01,13651,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2019-02-01,14285,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2019-03-01,21462,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2019-04-01,19490,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2019-05-01,22946,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2019-06-01,21648,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2019-07-01,21597,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2019-08-01,19867,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2019-09-01,16955,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2019-10-01,16029,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2019-11-01,23832,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2019-12-01,25593,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2020-01-01,17287,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2020-02-01,17658,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2020-03-01,10330,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2020-04-01,2858,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2020-05-01,7082,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2020-06-01,17674,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2020-07-01,18941,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2020-08-01,19305,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2020-09-01,18759,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2020-10-01,18770,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2020-11-01,22849,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2020-12-01,25916,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2021-01-01,16601,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2021-02-01,14509,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2021-03-01,21582,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2021-04-01,20031,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2021-05-01,21818,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2021-06-01,15856,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2021-07-01,23669,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2021-08-01,18825,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2021-09-01,13803,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2021-10-01,21778,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2021-11-01,31360,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Gonzales,2021-12-01,29780,GONZA1,GONZA1,Gonzales Outlet Center,Regional Destinations,South
Tanger Outlets Grand Rapids,2019-01-01,6884,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2019-02-01,6403,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2019-03-01,13069,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2019-04-01,10883,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2019-05-01,11537,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2019-06-01,12280,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2019-07-01,13701,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2019-08-01,23139,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2019-09-01,10676,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2019-10-01,9458,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2019-11-01,15373,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2019-12-01,15038,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2020-01-01,10067,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2020-02-01,9273,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2020-03-01,6045,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2020-04-01,312,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2020-05-01,832,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2020-06-01,10117,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2020-07-01,12612,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2020-08-01,17697,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2020-09-01,12505,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2020-10-01,10306,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2020-11-01,11260,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2020-12-01,12277,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2021-01-01,7929,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2021-02-01,6272,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2021-03-01,11941,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2021-04-01,9340,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2021-05-01,9842,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2021-06-01,7764,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2021-07-01,10427,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2021-08-01,14109,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2021-09-01,7240,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2021-10-01,7675,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2021-11-01,10345,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Grand Rapids,2021-12-01,10958,GRAND1,GRAND1,Grand Rapids Outlet Center,Regional Destinations,North
Tanger Outlets Hershey,2019-01-01,6284,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2019-02-01,6720,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2019-03-01,9433,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2019-04-01,11135,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2019-05-01,11757,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2019-06-01,13629,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2019-07-01,15580,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2019-08-01,19441,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2019-09-01,10213,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2019-10-01,10028,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2019-11-01,14385,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2019-12-01,15501,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2020-01-01,9003,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2020-02-01,9512,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2020-03-01,5155,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2020-04-01,797,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2020-05-01,1664,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2020-06-01,8558,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2020-07-01,11429,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2020-08-01,15087,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2020-09-01,10543,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2020-10-01,10375,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2020-11-01,12503,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2020-12-01,11633,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
Tanger Outlets Hershey,2021-01-01,7172,HERSH1,HERSH1,Hershey Outlet Center,Blended (Tourist and Regional),North
